model_dir,display_name,augmentation,fold_index,fold_name,run_dir,stage,exit_code,status,log_path,timestamp_start,timestamp_end
uxnet,UXNet,motion_consistent_0.5,2,kfold_03,runs/uxnet/run_DA_kfold_03,train,0,success,runs/uxnet/run_DA_kfold_03/logs/run_20260501_133214.log,2026-05-01T11:32:14Z,2026-05-02T02:41:56Z
uxnet,UXNet,motion_consistent_0.5,2,kfold_03,runs/uxnet/run_DA_kfold_03,infer_clean,0,success,runs/uxnet/run_DA_kfold_03/logs/run_20260501_133214.log,2026-05-02T02:41:56Z,2026-05-02T02:47:39Z
uxnet,UXNet,motion_consistent_0.5,2,kfold_03,runs/uxnet/run_DA_kfold_03,eval_clean,0,success,runs/uxnet/run_DA_kfold_03/logs/run_20260501_133214.log,2026-05-02T02:47:39Z,2026-05-02T02:48:02Z
uxnet,UXNet,motion_consistent_0.5,2,kfold_03,runs/uxnet/run_DA_kfold_03,infer_augmented,0,success,runs/uxnet/run_DA_kfold_03/logs/run_20260501_133214.log,2026-05-02T02:48:02Z,2026-05-02T02:53:44Z
uxnet,UXNet,motion_consistent_0.5,2,kfold_03,runs/uxnet/run_DA_kfold_03,eval_augmented,0,success,runs/uxnet/run_DA_kfold_03/logs/run_20260501_133214.log,2026-05-02T02:53:44Z,2026-05-02T02:54:06Z
uxnet,UXNet,motion_consistent_0.5,2,kfold_03,runs/uxnet/run_DA_kfold_03,charts,0,success,runs/uxnet/run_DA_kfold_03/logs/run_20260501_133214.log,2026-05-02T02:54:06Z,2026-05-02T02:54:07Z
uxnet,UXNet,motion_consistent_0.5,2,kfold_03,runs/uxnet/run_DA_kfold_03,dice_comparison,0,success,runs/uxnet/run_DA_kfold_03/logs/run_20260501_133214.log,2026-05-02T02:54:07Z,2026-05-02T02:54:07Z
uxnet,UXNet,motion_consistent_0.5,2,kfold_03,runs/uxnet/run_DA_kfold_03,plot_training,0,success,runs/uxnet/run_DA_kfold_03/logs/run_20260501_133214.log,2026-05-02T02:54:07Z,2026-05-02T02:54:08Z
uxnet,UXNet,motion_consistent_0.5,3,kfold_04,runs/uxnet/run_DA_kfold_04,train,1,failed,runs/uxnet/run_DA_kfold_04/logs/run_20260502_045408.log,2026-05-02T02:54:08Z,2026-05-02T02:54:22Z
uxnet,UXNet,motion_consistent_0.5,3,kfold_04,runs/uxnet/run_DA_kfold_04,infer_clean,1,failed,runs/uxnet/run_DA_kfold_04/logs/run_20260502_045408.log,2026-05-02T02:54:22Z,2026-05-02T02:54:28Z
uxnet,UXNet,motion_consistent_0.5,3,kfold_04,runs/uxnet/run_DA_kfold_04,eval_clean,1,failed,runs/uxnet/run_DA_kfold_04/logs/run_20260502_045408.log,2026-05-02T02:54:28Z,2026-05-02T02:54:28Z
uxnet,UXNet,motion_consistent_0.5,3,kfold_04,runs/uxnet/run_DA_kfold_04,infer_augmented,1,failed,runs/uxnet/run_DA_kfold_04/logs/run_20260502_045408.log,2026-05-02T02:54:28Z,2026-05-02T02:54:33Z
uxnet,UXNet,motion_consistent_0.5,3,kfold_04,runs/uxnet/run_DA_kfold_04,eval_augmented,1,failed,runs/uxnet/run_DA_kfold_04/logs/run_20260502_045408.log,2026-05-02T02:54:33Z,2026-05-02T02:54:34Z
uxnet,UXNet,motion_consistent_0.5,3,kfold_04,runs/uxnet/run_DA_kfold_04,charts,1,failed,runs/uxnet/run_DA_kfold_04/logs/run_20260502_045408.log,2026-05-02T02:54:34Z,2026-05-02T02:54:34Z
uxnet,UXNet,motion_consistent_0.5,3,kfold_04,runs/uxnet/run_DA_kfold_04,dice_comparison,1,failed,runs/uxnet/run_DA_kfold_04/logs/run_20260502_045408.log,2026-05-02T02:54:34Z,2026-05-02T02:54:34Z
uxnet,UXNet,motion_consistent_0.5,3,kfold_04,runs/uxnet/run_DA_kfold_04,plot_training,0,success,runs/uxnet/run_DA_kfold_04/logs/run_20260502_045408.log,2026-05-02T02:54:34Z,2026-05-02T02:54:35Z
uxnet,UXNet,motion_consistent_0.5,4,kfold_05,runs/uxnet/run_DA_kfold_05,train,1,failed,runs/uxnet/run_DA_kfold_05/logs/run_20260502_045435.log,2026-05-02T02:54:35Z,2026-05-02T02:54:49Z
uxnet,UXNet,motion_consistent_0.5,4,kfold_05,runs/uxnet/run_DA_kfold_05,infer_clean,1,failed,runs/uxnet/run_DA_kfold_05/logs/run_20260502_045435.log,2026-05-02T02:54:49Z,2026-05-02T02:54:54Z
uxnet,UXNet,motion_consistent_0.5,4,kfold_05,runs/uxnet/run_DA_kfold_05,eval_clean,1,failed,runs/uxnet/run_DA_kfold_05/logs/run_20260502_045435.log,2026-05-02T02:54:54Z,2026-05-02T02:54:55Z
uxnet,UXNet,motion_consistent_0.5,4,kfold_05,runs/uxnet/run_DA_kfold_05,infer_augmented,1,failed,runs/uxnet/run_DA_kfold_05/logs/run_20260502_045435.log,2026-05-02T02:54:55Z,2026-05-02T02:55:00Z
uxnet,UXNet,motion_consistent_0.5,4,kfold_05,runs/uxnet/run_DA_kfold_05,eval_augmented,1,failed,runs/uxnet/run_DA_kfold_05/logs/run_20260502_045435.log,2026-05-02T02:55:00Z,2026-05-02T02:55:00Z
uxnet,UXNet,motion_consistent_0.5,4,kfold_05,runs/uxnet/run_DA_kfold_05,charts,1,failed,runs/uxnet/run_DA_kfold_05/logs/run_20260502_045435.log,2026-05-02T02:55:00Z,2026-05-02T02:55:01Z
uxnet,UXNet,motion_consistent_0.5,4,kfold_05,runs/uxnet/run_DA_kfold_05,dice_comparison,1,failed,runs/uxnet/run_DA_kfold_05/logs/run_20260502_045435.log,2026-05-02T02:55:01Z,2026-05-02T02:55:01Z
uxnet,UXNet,motion_consistent_0.5,4,kfold_05,runs/uxnet/run_DA_kfold_05,plot_training,0,success,runs/uxnet/run_DA_kfold_05/logs/run_20260502_045435.log,2026-05-02T02:55:01Z,2026-05-02T02:55:02Z
